	du/dx0{power: 1.0}_u	C_u	u{power: 1.0} * du/dx1{power: 1.0}_u	d^2u/dx0^2{power: 1.0}_u	u{power: 1.0}_u	du/dx0{power: 1.0} * du/dx1{power: 1.0}_u	du/dx1{power: 1.0}_u	du/dx0{power: 1.0} * u{power: 1.0}_u	d^2u/dx0^2{power: 1.0} * du/dx1{power: 1.0}_u	d^2u/dx0^2{power: 1.0} * du/dx0{power: 1.0}_u	d^2u/dx0^2{power: 1.0} * u{power: 1.0}_u
91	0.0	-6.327331737226511e-14	0.0	-0.49999999999999983	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
92	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
93	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	-1.0000000000000027	6.314560148639597e-14	-1.0	2.3658859604814674e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98	-0.9999999999999983	-2.6475758516454843e-13	-1.0	0.0	0.0	0.0	-2.4146329882743904e-12	0.0	0.0	0.0	0.0
99	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
104	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
105	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
106	-1.0	6.308228075246837e-14	-0.999999999999998	0.0	0.0	-4.807051971321761e-16	0.0	0.0	0.0	0.0	0.0
107	-1.0	-2.605857926797026e-13	-1.0000000000000182	0.0	0.0	0.0	0.0	-1.878096688159851e-17	0.0	0.0	0.0
108	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
113	-1.0	6.308228075246837e-14	-0.999999999999998	0.0	0.0	-4.807051971321761e-16	0.0	0.0	0.0	0.0	0.0
114	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
115	-3.871047693865881e-15	9.34806960460883e-14	0.0	-0.4999999999999997	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
116	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
117	-1.0	-2.64581782224901e-13	-1.0000000000000018	0.0	0.0	0.0	-2.402340644083915e-12	0.0	0.0	0.0	0.0
118	-1.0	6.308228075246837e-14	-0.999999999999998	0.0	0.0	-4.807051971321761e-16	0.0	0.0	0.0	0.0	0.0
119	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
121	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
122	0.0	-6.327331737226511e-14	0.0	-0.49999999999999983	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
123	-1.0	6.308228075246837e-14	-0.999999999999998	0.0	0.0	-4.807051971321761e-16	0.0	0.0	0.0	0.0	0.0
124	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
126	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127	-1.0	-2.64581782224901e-13	-1.0000000000000018	0.0	0.0	0.0	-2.402340644083915e-12	0.0	0.0	0.0	0.0
128	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
129	-1.0000000000000027	6.314560148639597e-14	-1.0	2.3658859604814674e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
132	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	-0.001527111935570613	-0.02181481685229468	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
134	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
135	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
136	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
137	-3.871047693865881e-15	9.34806960460883e-14	0.0	-0.4999999999999997	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
138	-0.001530382148844466	-0.04542701599339862	0.0	0.0	4.7498220813139446e-05	0.0	-1.0	0.0	0.0	0.0	0.0
139	0.0	-6.327331737226511e-14	0.0	-0.49999999999999983	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
140	-1.0	-2.6858864524831327e-13	-1.0000000000000022	0.0	0.0	0.0	-2.30799173875036e-12	0.0	0.0	0.0	0.0
141	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	-1.0	-2.64581782224901e-13	-1.0000000000000018	0.0	0.0	0.0	-2.402340644083915e-12	0.0	0.0	0.0	0.0
145	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
146	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
147	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	-1.0	-2.64581782224901e-13	-1.0000000000000018	0.0	0.0	0.0	-2.402340644083915e-12	0.0	0.0	0.0	0.0
150	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
151	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
152	-1.0000000000000018	6.356920070764186e-14	-1.0	2.2326406339253242e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153	-0.001530382148844466	-0.04542701599339862	0.0	0.0	4.7498220813139446e-05	0.0	-1.0	0.0	0.0	0.0	0.0
154	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	0.0	-6.327331737226511e-14	0.0	-0.49999999999999983	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
156	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
161	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	-0.9999999999999983	-2.6475758516454843e-13	-1.0	0.0	0.0	0.0	-2.4146329882743904e-12	0.0	0.0	0.0	0.0
165	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
167	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
168	-0.9999999999999806	-2.607299969866079e-13	-1.0	0.0	0.0	0.0	0.0	-1.904683431011988e-17	0.0	0.0	0.0
169	-0.001527111935570613	-0.02181481685229468	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0
170	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
171	-1.0	-2.64581782224901e-13	-1.0000000000000018	0.0	0.0	0.0	-2.402340644083915e-12	0.0	0.0	0.0	0.0
172	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
175	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
177	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
179	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
181	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
182	-3.871047693865881e-15	9.34806960460883e-14	0.0	-0.4999999999999997	0.0	-1.0	0.0	0.0	0.0	0.0	0.0
183	-1.0	-2.605857926797026e-13	-1.0000000000000182	0.0	0.0	0.0	0.0	-1.878096688159851e-17	0.0	0.0	0.0
184	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
185	-0.9999999999999806	-2.607299969866079e-13	-1.0	0.0	0.0	0.0	0.0	-1.904683431011988e-17	0.0	0.0	0.0
186	-0.9999999999999946	-1.2344075536414566e-13	-1.0	0.0	-1.9712023557835973e-16	0.0	0.0	0.0	0.0	0.0	0.0
187	-1.0	1.5217478730022822e-14	-0.9999999999999998	0.0	0.0	0.0	0.0	0.0	-5.295167433952265e-18	0.0	0.0
188	-0.9999999999999982	-2.6269199489281636e-13	-1.0	0.0	0.0	0.0	-2.3967567264306433e-12	0.0	0.0	0.0	0.0
189	-0.9999999999999944	-2.1208313978178326e-13	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	-1.0	-1.2354923790184383e-13	-1.0000000000000056	0.0	-1.011740228272973e-16	0.0	0.0	0.0	0.0	0.0	0.0
191	-1.0	-2.1217483716518482e-13	-1.0000000000000056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
